capture_id,source_path,trip_id,entity_id,station,category,timestamp,reason
bart_live_20260911_161720,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_161720\trip_updates.pb,687,687,ANTC,realtime_only_trip,2026-09-11T23:17:20+00:00,SCHEDULED
bart_live_20260911_161720,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_161720\trip_updates.pb,689,689,ANTC,realtime_only_trip,2026-09-11T23:17:20+00:00,SCHEDULED
bart_live_20260911_161720,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_161720\trip_updates.pb,691,691,ANTC,realtime_only_trip,2026-09-11T23:17:20+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965570,1965570,UCTY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965571,1965571,LAKE,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965572,1965572,POWL,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965573,1965573,DALY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965524,1965524,24TH,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965574,1965574,DALY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965525,1965525,LAKE,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965526,1965526,HAYW,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965528,1965528,FRMT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965568,1965568,MLPT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965464,1965464,SHAY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965411,1965411,BERY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965465,1965465,FTVL,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965466,1965466,ASHB,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965467,1965467,RICH,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965468,1965468,RICH,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965406,1965406,12TH,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965407,1965407,SANL,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965408,1965408,UCTY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965409,1965409,BERY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965463,1965463,MLPT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965410,1965410,BERY,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965118,1965118,NCON,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965205,1965205,PITT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965308,1965308,NCON,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965119,1965119,PITT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965308,1965308,PITT,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965119,1965119,NCON,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965309,1965309,WCRK,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
bart_live_20260911_185819,C:\Users\Igor\StudioProjects\BartRunnerAndroid\app\src\test\resources\bart_live_20260911_185819\trip_updates.pb,1965279,1965279,ORIN,static_trip_with_realtime_timing_correction,2026-09-12T01:58:19+00:00,SCHEDULED
