capture_id,trip_id,entity_id,selected,selected_entity_id,duplicate_count,decision
bart_live_20260911_161720,1965460,1965460,True,1965460,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965516,1965516,True,1965516,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965517,1965517,True,1965517,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965518,1965518,True,1965518,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965519,1965519,True,1965519,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965520,1965520,True,1965520,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965521,1965521,True,1965521,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965561,1965561,True,1965561,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965562,1965562,True,1965562,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965563,1965563,True,1965563,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965564,1965564,True,1965564,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965565,1965565,True,1965565,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965566,1965566,True,1965566,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965567,1965567,True,1965567,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965654,1965654,True,1965654,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965655,1965655,True,1965655,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965656,1965656,True,1965656,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965657,1965657,True,1965657,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965658,1965658,True,1965658,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965659,1965659,True,1965659,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965696,1965696,True,1965696,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965697,1965697,True,1965697,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965698,1965698,True,1965698,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965699,1965699,True,1965699,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965700,1965700,True,1965700,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965701,1965701,True,1965701,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965791,1965791,True,1965791,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965792,1965792,True,1965792,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965793,1965793,True,1965793,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965794,1965794,True,1965794,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965795,1965795,True,1965795,1,selected_newest_stable_tiebreak
bart_live_20260911_161720,1965847,1965847,True,1965847,1,selected_newest_stable_tiebreak
